Epoch 1, Loss: 1.4378161430358887
Epoch 2, Loss: 1.4346628189086914
Epoch 3, Loss: 1.4315303564071655
Epoch 4, Loss: 1.4284085035324097
Epoch 5, Loss: 1.4252948760986328
Epoch 6, Loss: 1.4221926927566528
Epoch 7, Loss: 1.4190011024475098
Epoch 8, Loss: 1.4157527685165405
Epoch 9, Loss: 1.4125064611434937
Epoch 10, Loss: 1.4091163873672485
Epoch 11, Loss: 1.4056388139724731
Epoch 12, Loss: 1.4023197889328003
Epoch 13, Loss: 1.3992489576339722
Epoch 14, Loss: 1.3961960077285767
Epoch 15, Loss: 1.3931461572647095
Epoch 16, Loss: 1.3900989294052124
Epoch 17, Loss: 1.3870545625686646
Epoch 18, Loss: 1.3840118646621704
Epoch 19, Loss: 1.3809700012207031
Epoch 20, Loss: 1.3779282569885254
Epoch 21, Loss: 1.3748852014541626
Epoch 22, Loss: 1.371840000152588
Epoch 23, Loss: 1.3687914609909058
Epoch 24, Loss: 1.3657383918762207
Epoch 25, Loss: 1.3626798391342163
Epoch 26, Loss: 1.3596137762069702
Epoch 27, Loss: 1.3565140962600708
Epoch 28, Loss: 1.3534040451049805
Epoch 29, Loss: 1.3502823114395142
Epoch 30, Loss: 1.3471484184265137
Epoch 31, Loss: 1.3440016508102417
Epoch 32, Loss: 1.340841293334961
Epoch 33, Loss: 1.3376665115356445
Epoch 34, Loss: 1.3344765901565552
Epoch 35, Loss: 1.3312712907791138
Epoch 36, Loss: 1.3280495405197144
Epoch 37, Loss: 1.3248530626296997
Epoch 38, Loss: 1.3216503858566284
Epoch 39, Loss: 1.3184289932250977
Epoch 40, Loss: 1.3151880502700806
Epoch 41, Loss: 1.3119274377822876
Epoch 42, Loss: 1.308646559715271
Epoch 43, Loss: 1.3053451776504517
Epoch 44, Loss: 1.3020228147506714
Epoch 45, Loss: 1.298679232597351
Epoch 46, Loss: 1.2953139543533325
Epoch 47, Loss: 1.2919267416000366
Epoch 48, Loss: 1.2885174751281738
Epoch 49, Loss: 1.2850860357284546
Epoch 50, Loss: 1.2816320657730103
Epoch 51, Loss: 1.2781554460525513
Epoch 52, Loss: 1.2746561765670776
Epoch 53, Loss: 1.2711342573165894
Epoch 54, Loss: 1.2675894498825073
Epoch 55, Loss: 1.2640217542648315
Epoch 56, Loss: 1.2604317665100098
Epoch 57, Loss: 1.2568191289901733
Epoch 58, Loss: 1.2531840801239014
Epoch 59, Loss: 1.249526858329773
Epoch 60, Loss: 1.2458475828170776
Epoch 61, Loss: 1.2421468496322632
Epoch 62, Loss: 1.2384244203567505
Epoch 63, Loss: 1.2346810102462769
Epoch 64, Loss: 1.230916976928711
Epoch 65, Loss: 1.2271324396133423
Epoch 66, Loss: 1.2233279943466187
Epoch 67, Loss: 1.2195039987564087
Epoch 68, Loss: 1.2156609296798706
Epoch 69, Loss: 1.211799144744873
Epoch 70, Loss: 1.2079192399978638
Epoch 71, Loss: 1.2040213346481323
Epoch 72, Loss: 1.2001063823699951
Epoch 73, Loss: 1.1961746215820312
Epoch 74, Loss: 1.192226529121399
Epoch 75, Loss: 1.188262701034546
Epoch 76, Loss: 1.1842836141586304
Epoch 77, Loss: 1.1802897453308105
Epoch 78, Loss: 1.1762816905975342
Epoch 79, Loss: 1.17225980758667
Epoch 80, Loss: 1.1682249307632446
Epoch 81, Loss: 1.164177417755127
Epoch 82, Loss: 1.1601178646087646
Epoch 83, Loss: 1.1560468673706055
Epoch 84, Loss: 1.15198814868927
Epoch 85, Loss: 1.1479206085205078
Epoch 86, Loss: 1.1438385248184204
Epoch 87, Loss: 1.139743447303772
Epoch 88, Loss: 1.1356366872787476
Epoch 89, Loss: 1.1315195560455322
Epoch 90, Loss: 1.127393126487732
Epoch 91, Loss: 1.1232587099075317
Epoch 92, Loss: 1.1191178560256958
Epoch 93, Loss: 1.114974021911621
Epoch 94, Loss: 1.1108437776565552
Epoch 95, Loss: 1.106709599494934
Epoch 96, Loss: 1.1025729179382324
Epoch 97, Loss: 1.0984348058700562
Epoch 98, Loss: 1.0942968130111694
Epoch 99, Loss: 1.0901826620101929
Epoch 100, Loss: 1.0860594511032104

Original sequence: A A B B C C A A B B C C
Generated sequence: B C A A A A B B C A A A
